number_of_components,n_nodes,n_edges,density,global_efficiency,diameter,shortest_path,city,year
11,2,1,1.0,1.0,1,1.0,Surrey,2020
1,2,1,1.0,1.0,1,1.0,Edegem,2010
1,3,3,1.0,1.0,1,1.0,Edegem,2014
1,2,1,1.0,1.0,1,1.0,Quedgeley,2018
1,2,1,1.0,1.0,1,1.0,San Luis Obispo,1994
1,3,3,1.0,1.0,1,1.0,San Luis Obispo,1995
2,3,3,1.0,1.0,1,1.0,San Luis Obispo,1997
4,3,3,1.0,1.0,1,1.0,San Luis Obispo,2005
4,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,San Luis Obispo,2006
5,7,8,0.3809523809523809,0.6428571428571428,3,1.9047619047619049,San Luis Obispo,2008
5,8,9,0.3214285714285714,0.5952380952380951,4,2.107142857142857,San Luis Obispo,2009
5,10,12,0.2666666666666666,0.5288888888888894,5,2.533333333333333,San Luis Obispo,2010
7,10,12,0.2666666666666666,0.5288888888888891,5,2.533333333333333,San Luis Obispo,2011
8,12,16,0.2424242424242424,0.5075757575757577,6,2.6666666666666665,San Luis Obispo,2013
9,14,20,0.2197802197802197,0.4994505494505494,6,2.6483516483516483,San Luis Obispo,2014
10,17,25,0.1838235294117647,0.4681372549019605,6,2.801470588235294,San Luis Obispo,2015
9,20,29,0.1526315789473684,0.427305764411027,7,3.142105263157895,San Luis Obispo,2016
9,22,33,0.1428571428571428,0.41283755926613,8,3.281385281385281,San Luis Obispo,2017
9,24,38,0.1376811594202898,0.4103562801932363,8,3.2717391304347827,San Luis Obispo,2018
10,25,41,0.1366666666666666,0.4143055555555552,8,3.2266666666666666,San Luis Obispo,2019
11,31,50,0.1075268817204301,0.3831643625192003,8,3.503225806451613,San Luis Obispo,2020
11,32,52,0.1048387096774193,0.3804387480798759,8,3.530241935483871,San Luis Obispo,2021
12,32,52,0.1048387096774193,0.3804387480798759,8,3.530241935483871,San Luis Obispo,2022
1,2,1,1.0,1.0,1,1.0,Schenefeld,2016
1,2,1,1.0,1.0,1,1.0,Southampton,2001
2,2,1,1.0,1.0,1,1.0,Southampton,2004
3,2,1,1.0,1.0,1,1.0,Southampton,2009
3,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Southampton,2011
4,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Southampton,2012
5,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Southampton,2014
7,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Southampton,2015
8,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Southampton,2016
9,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Southampton,2017
12,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Southampton,2018
12,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Southampton,2019
13,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Southampton,2020
13,4,3,0.5,0.75,2,1.5,Southampton,2021
1,2,1,1.0,1.0,1,1.0,Santa Barbara D'oeste,2016
1,3,3,1.0,1.0,1,1.0,Santa Barbara D'oeste,2017
1,2,1,1.0,1.0,1,1.0,Ogdensburg,2001
1,2,1,1.0,1.0,1,1.0,Santa Fe,1996
2,2,1,1.0,1.0,1,1.0,Santa Fe,2004
3,2,1,1.0,1.0,1,1.0,Santa Fe,2010
4,2,1,1.0,1.0,1,1.0,Santa Fe,2011
6,2,1,1.0,1.0,1,1.0,Santa Fe,2017
7,2,1,1.0,1.0,1,1.0,Santa Fe,2018
9,2,1,1.0,1.0,1,1.0,Santa Fe,2019
10,2,1,1.0,1.0,1,1.0,Santa Fe,2020
12,2,1,1.0,1.0,1,1.0,Santa Fe,2021
1,2,1,1.0,1.0,1,1.0,Ängelholm,2013
1,2,1,1.0,1.0,1,1.0,Kannur,2019
2,2,1,1.0,1.0,1,1.0,Kannur,2023
1,2,1,1.0,1.0,1,1.0,Brest,2016
1,2,1,1.0,1.0,1,1.0,Hangzhou,1999
1,3,3,1.0,1.0,1,1.0,Hangzhou,2003
1,3,3,1.0,1.0,1,1.0,Hangzhou,2005
1,3,3,1.0,1.0,1,1.0,Hangzhou,2007
1,4,5,0.8333333333333334,0.9166666666666666,2,1.1666666666666667,Hangzhou,2008
1,6,7,0.4666666666666667,0.7222222222222222,3,1.6,Hangzhou,2009
1,9,10,0.2777777777777778,0.5740740740740742,4,2.1666666666666665,Hangzhou,2010
1,9,13,0.3611111111111111,0.6435185185185186,4,1.8888888888888888,Hangzhou,2011
1,10,14,0.3111111111111111,0.6111111111111114,4,1.9777777777777776,Hangzhou,2012
3,10,16,0.3555555555555555,0.6518518518518522,3,1.8,Hangzhou,2013
3,10,16,0.3555555555555555,0.6518518518518522,3,1.8,Hangzhou,2014
4,11,17,0.3090909090909091,0.6212121212121214,3,1.8909090909090909,Hangzhou,2015
4,12,18,0.2727272727272727,0.601010101010101,3,1.9393939393939397,Hangzhou,2016
4,13,19,0.2435897435897435,0.585470085470085,3,1.9743589743589745,Hangzhou,2017
6,14,20,0.2197802197802197,0.5732600732600724,3,2.0,Hangzhou,2018
6,15,22,0.2095238095238095,0.5619047619047608,3,2.0476190476190474,Hangzhou,2019
6,16,23,0.1916666666666666,0.5527777777777769,3,2.066666666666667,Hangzhou,2020
6,16,23,0.1916666666666666,0.5527777777777769,3,2.066666666666667,Hangzhou,2022
1,2,1,1.0,1.0,1,1.0,Uden,2018
1,2,1,1.0,1.0,1,1.0,San Andrés De La Barca,2007
1,2,1,1.0,1.0,1,1.0,White Salmon,2019
1,2,1,1.0,1.0,1,1.0,Lund,2006
2,2,1,1.0,1.0,1,1.0,Lund,2009
3,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Lund,2011
5,3,3,1.0,1.0,1,1.0,Lund,2012
7,3,3,1.0,1.0,1,1.0,Lund,2013
13,3,3,1.0,1.0,1,1.0,Lund,2015
14,3,3,1.0,1.0,1,1.0,Lund,2016
14,3,3,1.0,1.0,1,1.0,Lund,2017
16,3,3,1.0,1.0,1,1.0,Lund,2018
20,4,5,0.8333333333333334,0.9166666666666666,2,1.1666666666666667,Lund,2019
22,4,6,1.0,1.0,1,1.0,Lund,2020
21,6,11,0.7333333333333333,0.8666666666666667,2,1.2666666666666666,Lund,2021
23,6,11,0.7333333333333333,0.8666666666666667,2,1.2666666666666666,Lund,2022
24,6,11,0.7333333333333333,0.8666666666666667,2,1.2666666666666666,Lund,2023
1,2,1,1.0,1.0,1,1.0,Rebordosa,2013
2,2,1,1.0,1.0,1,1.0,Rebordosa,2018
1,2,1,1.0,1.0,1,1.0,Thuwal,2021
1,2,1,1.0,1.0,1,1.0,New Plymouth,2016
1,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,New Plymouth,2022
1,2,1,1.0,1.0,1,1.0,Karlstad,2013
2,2,1,1.0,1.0,1,1.0,Karlstad,2017
3,2,1,1.0,1.0,1,1.0,Karlstad,2022
1,2,1,1.0,1.0,1,1.0,Kahului,2006
1,4,6,1.0,1.0,1,1.0,Kahului,2012
1,5,10,1.0,1.0,1,1.0,Kahului,2013
2,5,10,1.0,1.0,1,1.0,Kahului,2016
2,5,10,1.0,1.0,1,1.0,Kahului,2017
1,2,1,1.0,1.0,1,1.0,Pflugerville,2016
1,2,1,1.0,1.0,1,1.0,Edinburgh,1985
2,2,1,1.0,1.0,1,1.0,Edinburgh,2000
3,2,1,1.0,1.0,1,1.0,Edinburgh,2005
3,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Edinburgh,2007
7,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Edinburgh,2008
8,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Edinburgh,2009
14,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Edinburgh,2010
16,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Edinburgh,2011
19,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Edinburgh,2012
22,4,3,0.5,0.75,2,1.5,Edinburgh,2013
26,6,5,0.3333333333333333,0.6333333333333333,3,1.8666666666666667,Edinburgh,2014
31,7,7,0.3333333333333333,0.6428571428571428,3,1.809523809523809,Edinburgh,2015
40,9,14,0.3888888888888889,0.6805555555555556,3,1.6944444444444444,Edinburgh,2016
49,12,16,0.2424242424242424,0.5535353535353538,5,2.242424242424242,Edinburgh,2017
51,18,28,0.1830065359477124,0.4883442265795205,5,2.549019607843137,Edinburgh,2018
60,40,67,0.0858974358974359,0.3483577533577522,8,3.783333333333333,Edinburgh,2019
64,47,77,0.0712303422756706,0.3328311528126534,8,3.889916743755782,Edinburgh,2020
69,65,108,0.0519230769230769,0.2911962343212372,12,4.556730769230769,Edinburgh,2021
71,68,112,0.0491659350307287,0.2838859718469042,12,4.678226514486392,Edinburgh,2022
72,69,114,0.0485933503836317,0.2823322126391198,12,4.696078431372549,Edinburgh,2023
72,70,116,0.0480331262939958,0.2793076879412304,12,4.765631469979296,Edinburgh,2024
1,2,1,1.0,1.0,1,1.0,Exton,1997
1,2,1,1.0,1.0,1,1.0,Exton,2000
2,2,1,1.0,1.0,1,1.0,Exton,2015
4,2,1,1.0,1.0,1,1.0,Exton,2016
5,2,1,1.0,1.0,1,1.0,Exton,2018
5,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Exton,2019
6,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Exton,2020
6,4,3,0.5,0.75,2,1.5,Exton,2021
6,4,3,0.5,0.75,2,1.5,Exton,2023
1,2,1,1.0,1.0,1,1.0,Tampere,2000
2,2,1,1.0,1.0,1,1.0,Tampere,2001
2,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Tampere,2003
2,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Tampere,2004
3,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Tampere,2005
4,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Tampere,2009
5,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Tampere,2010
6,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Tampere,2011
8,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Tampere,2013
9,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Tampere,2014
12,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Tampere,2015
18,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Tampere,2016
21,5,5,0.5,0.75,2,1.5,Tampere,2018
23,6,6,0.4,0.65,4,1.9333333333333331,Tampere,2019
25,6,6,0.4,0.65,4,1.9333333333333331,Tampere,2020
26,6,6,0.4,0.65,4,1.9333333333333331,Tampere,2021
27,7,8,0.3809523809523809,0.6904761904761905,2,1.619047619047619,Tampere,2022
1,2,1,1.0,1.0,1,1.0,Eden Prairie,1993
2,2,1,1.0,1.0,1,1.0,Eden Prairie,2005
2,2,1,1.0,1.0,1,1.0,Eden Prairie,2007
4,2,1,1.0,1.0,1,1.0,Eden Prairie,2014
5,2,1,1.0,1.0,1,1.0,Eden Prairie,2015
6,2,1,1.0,1.0,1,1.0,Eden Prairie,2016
7,2,1,1.0,1.0,1,1.0,Eden Prairie,2017
8,2,1,1.0,1.0,1,1.0,Eden Prairie,2018
9,2,1,1.0,1.0,1,1.0,Eden Prairie,2019
9,2,1,1.0,1.0,1,1.0,Eden Prairie,2020
10,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Eden Prairie,2021
1,2,1,1.0,1.0,1,1.0,Chapin,2020
1,2,1,1.0,1.0,1,1.0,Carefree,2016
1,3,3,1.0,1.0,1,1.0,Carefree,2021
1,2,1,1.0,1.0,1,1.0,Demorest,2012
1,2,1,1.0,1.0,1,1.0,Wigton,2019
1,2,1,1.0,1.0,1,1.0,Odder,2011
1,2,1,1.0,1.0,1,1.0,Le Tampon,2016
1,4,6,1.0,1.0,1,1.0,Le Tampon,2019
1,7,21,1.0,1.0,1,1.0,Le Tampon,2020
1,2,1,1.0,1.0,1,1.0,Boston,1960
1,2,1,1.0,1.0,1,1.0,Boston,1969
3,2,1,1.0,1.0,1,1.0,Boston,1981
4,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Boston,1982
3,5,4,0.4,0.6666666666666667,3,1.8,Boston,1983
4,6,5,0.3333333333333333,0.6055555555555555,4,2.066666666666667,Boston,1984
5,6,5,0.3333333333333333,0.6055555555555555,4,2.066666666666667,Boston,1985
5,6,5,0.3333333333333333,0.6055555555555555,4,2.066666666666667,Boston,1986
6,6,5,0.3333333333333333,0.6055555555555555,4,2.066666666666667,Boston,1988
7,7,6,0.2857142857142857,0.5595238095238094,4,2.2857142857142856,Boston,1989
8,8,8,0.2857142857142857,0.5505952380952379,4,2.357142857142857,Boston,1990
9,8,8,0.2857142857142857,0.5505952380952379,4,2.357142857142857,Boston,1991
9,10,10,0.2222222222222222,0.5111111111111112,4,2.466666666666667,Boston,1992
11,10,10,0.2222222222222222,0.5111111111111112,4,2.466666666666667,Boston,1993
14,10,10,0.2222222222222222,0.5111111111111112,4,2.466666666666667,Boston,1994
15,12,12,0.1818181818181818,0.4712121212121215,5,2.696969696969697,Boston,1995
17,28,31,0.082010582010582,0.3300516502897448,9,4.185185185185185,Boston,1996
19,41,47,0.0573170731707317,0.2929094076655045,9,4.585365853658536,Boston,1997
20,49,59,0.0501700680272108,0.2884627065111771,10,4.576530612244898,Boston,1998
19,63,79,0.0404505888376856,0.2897955119921363,9,4.37173579109063,Boston,1999
22,66,84,0.0391608391608391,0.290129870129874,9,4.361771561771562,Boston,2000
24,72,93,0.0363849765258215,0.2761965451519458,11,4.687402190923318,Boston,2001
27,80,107,0.0338607594936708,0.2953837653204766,9,4.059810126582279,Boston,2002
32,93,127,0.0296867695184665,0.2920979058601701,9,4.071996259934549,Boston,2003
35,106,144,0.0258760107816711,0.2908851381223267,9,4.05318957771788,Boston,2004
39,122,181,0.0245224224359842,0.290608555213609,9,4.046606150928058,Boston,2005
40,143,227,0.0223579237663744,0.2895811366041625,12,4.075741160248202,Boston,2006
40,174,290,0.0192678227360308,0.2852739094965206,11,4.0628529665802935,Boston,2007
44,216,366,0.0157622739018087,0.2622693658385203,14,4.549310938845823,Boston,2008
54,246,423,0.0140368342458934,0.267126449495861,10,4.303600464576074,Boston,2009
68,314,544,0.0110701857919049,0.2490560175916329,12,4.652917116053804,Boston,2010
71,390,705,0.0092940478544591,0.2445789181779356,11,4.633326741810032,Boston,2011
72,486,957,0.0081201476390479,0.2442325213988704,10,4.584862755080396,Boston,2012
92,592,1277,0.0072998125028581,0.2500112671586399,10,4.42695614396122,Boston,2013
109,724,1639,0.0062622742868496,0.2417930159906808,12,4.593563497703705,Boston,2014
122,860,2069,0.005601429460974,0.2461821225891612,11,4.474044995532934,Boston,2015
146,980,2461,0.0051301828187863,0.2485641085841469,11,4.419995413895896,Boston,2016
165,1141,2894,0.0044497747436074,0.2483286717644744,10,4.401829727693467,Boston,2017
195,1302,3378,0.0039884243598508,0.2495273659640494,11,4.364885335751419,Boston,2018
202,1465,3870,0.0036087953896939,0.2517969776861989,11,4.307211063242507,Boston,2019
213,1632,4370,0.0032835022420985,0.2528030403235655,10,4.272233893557423,Boston,2020
222,1759,4710,0.0030462545621057,0.252193604099198,11,4.279693382513205,Boston,2021
236,1819,4893,0.0029592294028743,0.2520527609219073,11,4.282349070531022,Boston,2022
237,1846,4968,0.0029173162804217,0.2520819354933672,11,4.279966058598831,Boston,2023
238,1851,4979,0.002907997138143,0.2519957422261914,11,4.281272650283995,Boston,2024
1,2,1,1.0,1.0,1,1.0,Rodez,2016
1,2,1,1.0,1.0,1,1.0,Schererville,2014
1,2,1,1.0,1.0,1,1.0,Rancho Dominguez,2005
2,2,1,1.0,1.0,1,1.0,Rancho Dominguez,2022
1,2,1,1.0,1.0,1,1.0,Loma Linda,2020
2,2,1,1.0,1.0,1,1.0,Loma Linda,2021
1,2,1,1.0,1.0,1,1.0,Strasbourg,2015
2,2,1,1.0,1.0,1,1.0,Strasbourg,2016
3,2,1,1.0,1.0,1,1.0,Strasbourg,2017
5,2,1,1.0,1.0,1,1.0,Strasbourg,2019
8,2,1,1.0,1.0,1,1.0,Strasbourg,2020
1,2,1,1.0,1.0,1,1.0,Potomac,2012
2,2,1,1.0,1.0,1,1.0,Potomac,2014
3,2,1,1.0,1.0,1,1.0,Potomac,2016
4,2,1,1.0,1.0,1,1.0,Potomac,2018
5,2,1,1.0,1.0,1,1.0,Potomac,2019
1,2,1,1.0,1.0,1,1.0,Dhanbad,2017
1,2,1,1.0,1.0,1,1.0,Statesville,2017
1,2,1,1.0,1.0,1,1.0,Toms River,2010
2,2,1,1.0,1.0,1,1.0,Toms River,2017
2,4,6,1.0,1.0,1,1.0,Toms River,2018
1,2,1,1.0,1.0,1,1.0,Wetumpka,2019
1,2,1,1.0,1.0,1,1.0,Brewer,2017
1,2,1,1.0,1.0,1,1.0,Sha Tin,2013
2,2,1,1.0,1.0,1,1.0,Sha Tin,2017
1,2,1,1.0,1.0,1,1.0,Konstanz,2014
2,2,1,1.0,1.0,1,1.0,Konstanz,2016
3,2,1,1.0,1.0,1,1.0,Konstanz,2019
1,2,1,1.0,1.0,1,1.0,Lisboa,2001
2,2,1,1.0,1.0,1,1.0,Lisboa,2005
3,2,1,1.0,1.0,1,1.0,Lisboa,2008
4,2,1,1.0,1.0,1,1.0,Lisboa,2009
5,2,1,1.0,1.0,1,1.0,Lisboa,2011
5,3,3,1.0,1.0,1,1.0,Lisboa,2013
6,3,3,1.0,1.0,1,1.0,Lisboa,2014
7,3,3,1.0,1.0,1,1.0,Lisboa,2015
8,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Lisboa,2016
9,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Lisboa,2017
10,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Lisboa,2018
13,4,3,0.5,0.75,2,1.5,Lisboa,2019
14,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Lisboa,2020
15,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Lisboa,2021
15,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Lisboa,2023
1,2,1,1.0,1.0,1,1.0,Stellarton,2021
1,2,1,1.0,1.0,1,1.0,Kutztown,2015
1,3,3,1.0,1.0,1,1.0,Kutztown,2021
1,2,1,1.0,1.0,1,1.0,Köpenhamn,2020
1,2,1,1.0,1.0,1,1.0,Decatur,2011
2,2,1,1.0,1.0,1,1.0,Decatur,2012
3,2,1,1.0,1.0,1,1.0,Decatur,2014
4,2,1,1.0,1.0,1,1.0,Decatur,2016
5,2,1,1.0,1.0,1,1.0,Decatur,2018
6,2,1,1.0,1.0,1,1.0,Decatur,2019
7,2,1,1.0,1.0,1,1.0,Decatur,2020
1,2,1,1.0,1.0,1,1.0,Wellington,2000
2,2,1,1.0,1.0,1,1.0,Wellington,2005
3,2,1,1.0,1.0,1,1.0,Wellington,2007
4,2,1,1.0,1.0,1,1.0,Wellington,2008
5,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Wellington,2010
8,4,6,1.0,1.0,1,1.0,Wellington,2011
8,8,10,0.3571428571428571,0.6041666666666666,4,2.142857142857143,Wellington,2012
9,8,10,0.3571428571428571,0.6041666666666666,4,2.142857142857143,Wellington,2013
12,9,14,0.3888888888888889,0.6203703703703703,4,2.111111111111111,Wellington,2014
13,9,14,0.3888888888888889,0.6203703703703703,4,2.111111111111111,Wellington,2015
15,9,14,0.3888888888888889,0.6203703703703703,4,2.111111111111111,Wellington,2016
16,16,24,0.2,0.5179166666666662,5,2.3666666666666667,Wellington,2017
20,16,24,0.2,0.5179166666666662,5,2.3666666666666667,Wellington,2018
20,26,39,0.12,0.441538461538462,6,2.76,Wellington,2019
23,29,42,0.1034482758620689,0.432717569786534,6,2.7857142857142856,Wellington,2020
22,30,45,0.1034482758620689,0.4373946360153239,6,2.7471264367816093,Wellington,2021
23,32,50,0.1008064516129032,0.4420698924731159,6,2.6995967741935485,Wellington,2022
1,2,1,1.0,1.0,1,1.0,Lees Summit,2011
1,3,3,1.0,1.0,1,1.0,Lees Summit,2013
2,3,3,1.0,1.0,1,1.0,Lees Summit,2020
1,2,1,1.0,1.0,1,1.0,Nuneaton,2017
1,2,1,1.0,1.0,1,1.0,Ahmedabad,1991
2,4,6,1.0,1.0,1,1.0,Ahmedabad,1994
3,4,6,1.0,1.0,1,1.0,Ahmedabad,2002
4,4,6,1.0,1.0,1,1.0,Ahmedabad,2006
10,4,6,1.0,1.0,1,1.0,Ahmedabad,2007
14,4,6,1.0,1.0,1,1.0,Ahmedabad,2009
19,4,6,1.0,1.0,1,1.0,Ahmedabad,2010
23,4,6,1.0,1.0,1,1.0,Ahmedabad,2011
31,4,6,1.0,1.0,1,1.0,Ahmedabad,2012
33,4,6,1.0,1.0,1,1.0,Ahmedabad,2013
44,5,5,0.5,0.7333333333333334,3,1.6,Ahmedabad,2014
58,5,5,0.5,0.7333333333333334,3,1.6,Ahmedabad,2015
71,5,5,0.5,0.7333333333333334,3,1.6,Ahmedabad,2016
81,7,10,0.4761904761904761,0.7142857142857143,3,1.6666666666666667,Ahmedabad,2017
96,7,10,0.4761904761904761,0.7142857142857143,3,1.6666666666666667,Ahmedabad,2018
109,7,10,0.4761904761904761,0.7142857142857143,3,1.6666666666666667,Ahmedabad,2019
120,7,10,0.4761904761904761,0.7142857142857143,3,1.6666666666666667,Ahmedabad,2020
129,7,10,0.4761904761904761,0.7142857142857143,3,1.6666666666666667,Ahmedabad,2021
132,7,10,0.4761904761904761,0.7142857142857143,3,1.6666666666666667,Ahmedabad,2022
136,7,10,0.4761904761904761,0.7142857142857143,3,1.6666666666666667,Ahmedabad,2023
138,7,10,0.4761904761904761,0.7142857142857143,3,1.6666666666666667,Ahmedabad,2024
1,2,1,1.0,1.0,1,1.0,Newcastle,2010
3,2,1,1.0,1.0,1,1.0,Newcastle,2011
4,2,1,1.0,1.0,1,1.0,Newcastle,2014
4,3,3,1.0,1.0,1,1.0,Newcastle,2018
6,3,3,1.0,1.0,1,1.0,Newcastle,2019
7,3,3,1.0,1.0,1,1.0,Newcastle,2020
8,3,3,1.0,1.0,1,1.0,Newcastle,2021
9,3,3,1.0,1.0,1,1.0,Newcastle,2022
1,2,1,1.0,1.0,1,1.0,Mobile,1983
2,2,1,1.0,1.0,1,1.0,Mobile,2005
3,2,1,1.0,1.0,1,1.0,Mobile,2006
3,3,3,1.0,1.0,1,1.0,Mobile,2009
4,3,3,1.0,1.0,1,1.0,Mobile,2012
5,3,3,1.0,1.0,1,1.0,Mobile,2014
5,3,3,1.0,1.0,1,1.0,Mobile,2015
6,3,3,1.0,1.0,1,1.0,Mobile,2016
6,4,6,1.0,1.0,1,1.0,Mobile,2018
6,5,10,1.0,1.0,1,1.0,Mobile,2023
1,2,1,1.0,1.0,1,1.0,Palakkad,2013
1,2,1,1.0,1.0,1,1.0,Cheseaux,2010
1,2,1,1.0,1.0,1,1.0,Staveley,2020
2,2,1,1.0,1.0,1,1.0,Newbury,2006
4,2,1,1.0,1.0,1,1.0,Newbury,2011
5,3,3,1.0,1.0,1,1.0,Newbury,2012
5,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Newbury,2014
6,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Newbury,2016
6,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Newbury,2017
7,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Newbury,2018
8,4,6,1.0,1.0,1,1.0,Newbury,2020
9,4,6,1.0,1.0,1,1.0,Newbury,2021
1,3,3,1.0,1.0,1,1.0,Deurne,2013
1,2,1,1.0,1.0,1,1.0,Rajshahi,2020
1,2,1,1.0,1.0,1,1.0,Netanya,2005
2,2,1,1.0,1.0,1,1.0,Netanya,2011
3,2,1,1.0,1.0,1,1.0,Netanya,2014
4,2,1,1.0,1.0,1,1.0,Netanya,2015
6,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Netanya,2016
6,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Netanya,2017
8,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Netanya,2018
8,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Netanya,2019
1,2,1,1.0,1.0,1,1.0,Raipur,2017
2,2,1,1.0,1.0,1,1.0,Raipur,2018
3,2,1,1.0,1.0,1,1.0,Raipur,2019
5,3,3,1.0,1.0,1,1.0,Raipur,2020
6,3,3,1.0,1.0,1,1.0,Raipur,2022
1,2,1,1.0,1.0,1,1.0,Logan,2003
2,2,1,1.0,1.0,1,1.0,Logan,2009
3,2,1,1.0,1.0,1,1.0,Logan,2014
4,2,1,1.0,1.0,1,1.0,Logan,2016
5,2,1,1.0,1.0,1,1.0,Logan,2018
6,2,1,1.0,1.0,1,1.0,Logan,2019
7,2,1,1.0,1.0,1,1.0,Logan,2020
7,3,3,1.0,1.0,1,1.0,Logan,2021
1,2,1,1.0,1.0,1,1.0,Gütersloh,2002
1,3,3,1.0,1.0,1,1.0,Gütersloh,2006
1,3,3,1.0,1.0,1,1.0,Gütersloh,2015
1,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Gütersloh,2019
1,2,1,1.0,1.0,1,1.0,Waco,2015
1,2,1,1.0,1.0,1,1.0,Waco,2017
2,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Waco,2020
2,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Waco,2022
1,2,1,1.0,1.0,1,1.0,Nijmegen,2009
2,2,1,1.0,1.0,1,1.0,Nijmegen,2010
2,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Nijmegen,2014
4,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Nijmegen,2016
5,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Nijmegen,2017
7,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Nijmegen,2019
9,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Nijmegen,2020
9,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Nijmegen,2021
11,5,4,0.4,0.6666666666666667,3,1.8,Nijmegen,2022
1,2,1,1.0,1.0,1,1.0,Encino,2006
2,2,1,1.0,1.0,1,1.0,Encino,2007
3,2,1,1.0,1.0,1,1.0,Encino,2011
4,2,1,1.0,1.0,1,1.0,Encino,2014
5,2,1,1.0,1.0,1,1.0,Encino,2015
6,2,1,1.0,1.0,1,1.0,Encino,2017
8,2,1,1.0,1.0,1,1.0,Encino,2019
8,2,1,1.0,1.0,1,1.0,Encino,2022
1,2,1,1.0,1.0,1,1.0,Stroud,1997
1,2,1,1.0,1.0,1,1.0,Arequipa,2021
1,2,1,1.0,1.0,1,1.0,Luray,2017
1,2,1,1.0,1.0,1,1.0,Dhahran,2019
1,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Corvallis,2007
1,5,5,0.5,0.75,2,1.5,Corvallis,2010
1,6,6,0.4,0.7,2,1.6,Corvallis,2015
1,7,7,0.3333333333333333,0.6666666666666666,2,1.6666666666666667,Corvallis,2016
2,7,7,0.3333333333333333,0.6666666666666666,2,1.6666666666666667,Corvallis,2018
2,8,8,0.2857142857142857,0.6428571428571429,2,1.7142857142857142,Corvallis,2019
2,9,9,0.25,0.5972222222222223,3,1.9166666666666667,Corvallis,2020
2,10,10,0.2222222222222222,0.5611111111111114,4,2.088888888888889,Corvallis,2021
